ms,Aax,Aay,Aaz,Agx,Agy,Agz,Bax,Bay,Baz,Bgx,Bgy,Bgz,Cax,Cay,Caz,Cgx,Cgy,Cgz,Dax,Day,Daz,Dgx,Dgy,Dgz,Eax,Eay,Eaz,Egx,Egy,Egz,Fax,Fay,Faz,Fgx,Fgy,Fgz,Gax,Gay,Gaz,Ggx,Ggy,Ggz,Hax,Hay,Haz,Hgx,Hgy,Hgz,Iax,Iay,Iaz,Igx,Igy,Igz,Jax,Jay,Jaz,Jgx,Jgy,Jgz,target
500,0.493164063,0.145996094,0.86328125,2.743902445,-0.304878056,-0.365853667,-0.111816406,-0.177246094,-0.986816406,-1.219512224,0.304878056,0.060975611,-0.018066406,-0.271972656,0.982421875,-0.731707335,0.121951222,-0.243902445,-0.133789063,0.793945313,-0.602539063,0.060975611,0.243902445,0.914634168,-0.043457031,-0.083007813,0.944824219,-2.98780489,1.585365891,-2.073170662,-0.081054688,0,1.020019531,0.060975611,-1.890243888,-0.609756112,0.647460938,0.035644531,0.750976563,-0.365853667,0.670731723,0.548780501,-0.834960938,0.036132813,0.563476563,-0.914634168,0.121951222,0.182926834,0.510253906,-0.192871094,0.828125,-1.219512224,-0.060975611,0.426829278,-0.9453125,0.025390625,0.355957031,-0.853658557,0.182926834,0.365853667,0
550,0.487792969,0.143554688,0.86328125,8.719511986,-0.853658557,2.01219511,-0.112792969,-0.176757813,-0.986816406,-1.890243888,0.060975611,0.243902445,-0.014648438,-0.264160156,0.982910156,-0.731707335,0,-0.182926834,-0.135253906,0.791015625,-0.599121094,-1.402438998,-0.365853667,0.060975611,-0.051269531,-0.002441406,1.025878906,0.365853667,0.853658557,-0.731707335,-0.091796875,-0.005859375,1.033691406,-0.121951222,1.097561002,-0.48780489,0.651855469,0.036132813,0.748046875,-0.304878056,0.914634168,0.365853667,-0.833496094,0.037597656,0.562988281,-0.975609779,-0.060975611,0.243902445,0.515625,-0.193847656,0.826660156,-1.341463447,0.121951222,0.548780501,-0.943359375,0.026367188,0.356933594,-1.036585331,0.060975611,0.182926834,0
600,0.486328125,0.190429688,0.860839844,10.36585331,0.243902445,2.621951103,-0.113769531,-0.174316406,-0.986328125,-0.548780501,-0.060975611,0.060975611,-0.017089844,-0.266601563,0.984863281,-3.048780441,0,0.182926834,-0.13671875,0.791992188,-0.600097656,-0.48780489,0.182926834,0.731707335,-0.061523438,-0.005859375,1.018066406,-3.109755993,1.097561002,-0.670731723,-0.095214844,-0.006835938,1.007324219,-0.121951222,0.121951222,-0.48780489,0.649902344,0.038085938,0.749023438,-0.365853667,0.792682946,0.48780489,-0.8359375,0.038085938,0.564941406,-1.280487776,0,0.304878056,0.514160156,-0.194335938,0.829589844,-1.158536553,0.060975611,0.792682946,-0.943847656,0.024902344,0.356445313,-0.792682946,0.121951222,0.182926834,0
650,0.473632813,0.219238281,0.849121094,7.560975552,1.890243888,1.707317114,-0.112792969,-0.176757813,-0.986816406,-0.121951222,0.48780489,-0.121951222,-0.021484375,-0.286621094,0.978027344,-0.365853667,-0.121951222,-0.426829278,-0.133300781,0.791992188,-0.603515625,0.670731723,0.609756112,0.609756112,-0.057128906,-0.019042969,1.009277344,0.182926834,0.365853667,-0.853658557,-0.090820313,0.008300781,1.012695313,-0.731707335,-4.634146214,-0.365853667,0.6484375,0.038085938,0.75,-0.426829278,0.731707335,0.426829278,-0.834960938,0.038085938,0.564453125,-1.036585331,0,0.304878056,0.514160156,-0.197265625,0.829101563,-1.097561002,0.060975611,0.609756112,-0.944335938,0.024414063,0.356445313,-0.731707335,0.060975611,0.060975611,0
700,0.478515625,0.237792969,0.845214844,2.743902445,1.829268336,0.182926834,-0.111816406,-0.176269531,-0.987792969,0.548780501,0.548780501,-0.243902445,-0.020019531,-0.266113281,0.980957031,0.975609779,-0.060975611,-0.304878056,-0.133789063,0.791015625,-0.603515625,-0.548780501,0.304878056,0.243902445,-0.060546875,-0.004882813,1.006835938,0.060975611,-0.304878056,-0.670731723,-0.079101563,-0.003417969,1.041992188,-0.243902445,0.914634168,-0.243902445,0.650390625,0.036132813,0.749023438,-0.48780489,0.792682946,0.304878056,-0.834960938,0.035644531,0.563476563,-0.975609779,-0.182926834,0.060975611,0.51171875,-0.194824219,0.831542969,-1.341463447,0,0.426829278,-0.946289063,0.024902344,0.351074219,-0.914634168,0.060975611,0.243902445,0
750,0.4921875,0.223632813,0.848632813,-1.890243888,-0.548780501,-1.219512224,-0.110351563,-0.177734375,-0.985839844,-0.304878056,0,0,-0.014648438,-0.273925781,0.983398438,-0.243902445,-0.060975611,-0.121951222,-0.13671875,0.790039063,-0.604980469,-1.097561002,-0.48780489,0.060975611,-0.056152344,-0.012695313,1.012207031,-1.829268336,0.365853667,-0.365853667,-0.08984375,-0.001953125,1.013671875,0.365853667,1.280487776,0,0.649902344,0.036621094,0.749511719,-0.548780501,0.670731723,0.365853667,-0.834960938,0.037597656,0.5625,-1.036585331,0,0.48780489,0.515625,-0.196777344,0.829589844,-1.158536553,0,0.304878056,-0.943359375,0.026855469,0.359375,-0.975609779,0,0.304878056,0
800,0.498046875,0.205078125,0.854492188,-3.780487776,0.426829278,0.243902445,-0.110839844,-0.178222656,-0.989746094,-2.01219511,-0.304878056,0.548780501,-0.015625,-0.26171875,0.980957031,-0.853658557,0.182926834,-0.304878056,-0.136230469,0.790527344,-0.602539063,-2.804877996,0.060975611,0.670731723,-0.061035156,-0.018066406,1.005859375,1.097561002,0.48780489,-0.731707335,-0.071289063,0.001953125,1.015136719,-0.121951222,-0.548780501,-0.548780501,0.647460938,0.037597656,0.749511719,-0.48780489,0.670731723,0.48780489,-0.833007813,0.036621094,0.564941406,-1.097561002,0.304878056,0.243902445,0.512695313,-0.193847656,0.833007813,-1.036585331,0.060975611,0.670731723,-0.944335938,0.024902344,0.356933594,-0.914634168,0.304878056,-0.060975611,0
850,0.480957031,0.188964844,0.85546875,-4.207316875,1.402438998,-1.158536553,-0.112792969,-0.176757813,-0.986816406,-1.829268336,0,0.243902445,-0.020996094,-0.276855469,0.979003906,-3.231707335,0.060975611,-0.121951222,-0.1328125,0.790527344,-0.602050781,-2.743902445,0.060975611,0.670731723,-0.055175781,0.01171875,1.016601563,-2.743902445,0.060975611,-0.182926834,-0.110351563,0.000976563,1.024902344,-0.365853667,-2.256097555,-0.48780489,0.644042969,0.037109375,0.747558594,-0.48780489,0.670731723,0.365853667,-0.835449219,0.037109375,0.562988281,-0.914634168,0.060975611,0.48780489,0.513671875,-0.197265625,0.830078125,-1.341463447,0.060975611,0.48780489,-0.943359375,0.022460938,0.356933594,-0.609756112,0.121951222,0.121951222,0
900,0.498535156,0.17578125,0.856933594,-2.560975552,2.01219511,-1.585365891,-0.111816406,-0.176757813,-0.986816406,-0.792682946,0.304878056,0.182926834,-0.017089844,-0.279296875,0.978027344,0.548780501,-0.304878056,-0.304878056,-0.136230469,0.79296875,-0.600097656,-0.365853667,-0.304878056,0.304878056,-0.056640625,-0.024902344,0.989746094,-3.475609779,1.951219559,-0.48780489,-0.068847656,0.005371094,1.020507813,-0.548780501,0.060975611,-0.48780489,0.651855469,0.0390625,0.749023438,-0.48780489,0.731707335,0.243902445,-0.833496094,0.038574219,0.5625,-1.036585331,-0.060975611,0.365853667,0.514648438,-0.196289063,0.830078125,-1.402438998,0,0.609756112,-0.943359375,0.025878906,0.356445313,-0.853658557,0,0.365853667,0
950,0.478027344,0.180664063,0.858886719,-0.548780501,3.292682886,-0.792682946,-0.110839844,-0.178222656,-0.98828125,-1.463414669,0,0,-0.020019531,-0.258300781,0.980957031,-0.792682946,-0.060975611,-0.060975611,-0.134765625,0.791503906,-0.602539063,-0.914634168,-0.060975611,0.548780501,-0.064941406,-0.018554688,1.016601563,-1.951219559,1.585365891,-0.731707335,-0.094726563,-0.005859375,1.009765625,0.548780501,-1.646341443,-0.609756112,0.653320313,0.040039063,0.75,-0.609756112,0.609756112,0.48780489,-0.833007813,0.036621094,0.563964844,-0.792682946,0,0.365853667,0.516113281,-0.197753906,0.829589844,-1.097561002,-0.060975611,0.365853667,-0.943359375,0.0234375,0.35546875,-0.914634168,0.182926834,0.304878056,0
1000,0.510253906,0.194824219,0.855957031,-0.243902445,2.073170662,-0.060975611,-0.113769531,-0.174804688,-0.987304688,-0.121951222,-0.121951222,0.304878056,-0.016601563,-0.276855469,0.98046875,-2.073170662,0.182926834,0,-0.136230469,0.790527344,-0.596679688,-0.914634168,0,0.48780489,-0.051757813,-0.012207031,1.022460938,-0.731707335,1.341463447,-0.853658557,-0.078125,-0.003417969,1.020996094,-0.48780489,-3.109755993,-0.365853667,0.647460938,0.034179688,0.749511719,-0.182926834,0.609756112,0.426829278,-0.834960938,0.038085938,0.563476563,-0.914634168,0.060975611,0.365853667,0.509277344,-0.19140625,0.831054688,-0.975609779,-0.182926834,0.548780501,-0.942871094,0.026367188,0.354492188,-0.975609779,0.304878056,0.426829278,0
1050,0.482421875,0.201660156,0.853027344,-1.341463447,2.5,-0.792682946,-0.110839844,-0.176269531,-0.988769531,-0.365853667,0.304878056,0,-0.020507813,-0.271484375,0.981445313,0.060975611,-0.121951222,-0.182926834,-0.135253906,0.793945313,-0.598632813,-0.426829278,0.243902445,0.304878056,-0.059082031,-0.000488281,1.018066406,-1.036585331,-0.060975611,-0.670731723,-0.08984375,-0.002929688,1.024902344,-0.609756112,-0.426829278,-0.426829278,0.648925781,0.038574219,0.749511719,-0.060975611,0.914634168,0.48780489,-0.834472656,0.037597656,0.5625,-0.975609779,0.121951222,0.365853667,0.513183594,-0.194335938,0.831054688,-1.280487776,-0.060975611,0.670731723,-0.945800781,0.025390625,0.356933594,-0.914634168,0,0.060975611,0
1100,0.480957031,0.196777344,0.859375,-2.317073107,0.48780489,-0.975609779,-0.112792969,-0.175292969,-0.987304688,-0.548780501,0,0.182926834,-0.015136719,-0.267578125,0.978515625,-0.426829278,0.182926834,-0.243902445,-0.133789063,0.791015625,-0.601074219,-0.609756112,-0.060975611,0.426829278,-0.063476563,-0.014160156,1.005859375,-1.158536553,-0.609756112,-0.731707335,-0.08203125,0.006347656,1.015625,-0.060975611,-1.890243888,-0.48780489,0.6484375,0.041015625,0.747558594,-0.48780489,0.609756112,0.48780489,-0.833984375,0.036621094,0.563964844,-1.036585331,0.121951222,0.365853667,0.511230469,-0.197265625,0.828125,-1.097561002,0,0.670731723,-0.943847656,0.024902344,0.356445313,-0.670731723,0.243902445,0.182926834,0
1150,0.497070313,0.1796875,0.856933594,-2.256097555,0,-1.585365891,-0.109375,-0.176269531,-0.98828125,-0.975609779,0.304878056,0.060975611,-0.019042969,-0.273925781,0.979980469,-1.280487776,-0.060975611,-0.182926834,-0.136230469,0.79296875,-0.603515625,-0.853658557,-0.060975611,0.304878056,-0.0625,-0.0234375,1.035644531,0.243902445,-0.670731723,-0.48780489,-0.083007813,-0.001464844,1.021484375,-0.182926834,-0.731707335,-0.304878056,0.647949219,0.037109375,0.750488281,-0.609756112,0.792682946,0.426829278,-0.834960938,0.039550781,0.564453125,-1.341463447,0.060975611,0.182926834,0.512695313,-0.196289063,0.827636719,-1.158536553,0.182926834,0.548780501,-0.943359375,0.023925781,0.356445313,-0.731707335,0.060975611,0.243902445,0
1200,0.489257813,0.17578125,0.860351563,-0.792682946,1.829268336,-1.402438998,-0.110351563,-0.177734375,-0.986328125,-0.853658557,0,0.243902445,-0.016113281,-0.267578125,0.979492188,-0.121951222,0.243902445,-0.243902445,-0.13671875,0.792480469,-0.602539063,-1.707317114,-0.060975611,0.426829278,-0.05859375,-0.013183594,1.013671875,0.243902445,0.243902445,-0.609756112,-0.0859375,0.000976563,1.018554688,0,-3.048780441,-0.670731723,0.647949219,0.034667969,0.75,-0.48780489,0.914634168,0.365853667,-0.834472656,0.035644531,0.563964844,-1.097561002,0.121951222,0.304878056,0.515625,-0.192871094,0.827636719,-1.158536553,0.060975611,0.48780489,-0.944335938,0.024902344,0.356933594,-0.792682946,0.121951222,0.243902445,0
1250,0.483886719,0.184082031,0.858886719,0.914634168,1.890243888,0.060975611,-0.109863281,-0.175292969,-0.986816406,-1.280487776,0,0.182926834,-0.01953125,-0.274414063,0.978515625,-1.829268336,-0.121951222,-0.182926834,-0.135253906,0.792480469,-0.599121094,-0.853658557,0,0.243902445,-0.05859375,-0.012695313,1.006835938,-1.463414669,0.182926834,-0.731707335,-0.070800781,-0.003417969,1.020996094,-0.060975611,-1.463414669,-0.731707335,0.648925781,0.037597656,0.748046875,-0.48780489,0.792682946,0.304878056,-0.834472656,0.0390625,0.564453125,-0.853658557,0.182926834,0.365853667,0.513183594,-0.193847656,0.829589844,-1.158536553,-0.121951222,0.731707335,-0.94140625,0.023925781,0.35546875,-0.975609779,0,0.182926834,0
1300,0.479003906,0.196777344,0.858886719,0.792682946,2.317073107,0.060975611,-0.112792969,-0.178710938,-0.984375,-0.670731723,-0.182926834,0.243902445,-0.018554688,-0.271484375,0.980957031,-0.914634168,0.182926834,-0.243902445,-0.135253906,0.791015625,-0.59765625,-1.585365891,-0.060975611,0.121951222,-0.064941406,-0.017089844,0.993164063,-0.548780501,3.109755993,-1.036585331,-0.083984375,-0.000488281,1.028808594,0.060975611,-1.341463447,-0.609756112,0.6484375,0.039550781,0.75,-0.426829278,0.792682946,0.365853667,-0.835449219,0.040039063,0.563476563,-1.219512224,-0.121951222,0.48780489,0.513183594,-0.197265625,0.832519531,-1.280487776,0.121951222,0.609756112,-0.944335938,0.025390625,0.356445313,-0.670731723,-0.060975611,0.243902445,0
1350,0.484863281,0.203613281,0.853515625,-0.48780489,1.768292665,-0.060975611,-0.109375,-0.176757813,-0.989746094,-0.670731723,0.182926834,0,-0.015625,-0.270996094,0.980957031,-1.036585331,0.060975611,-0.060975611,-0.136230469,0.790039063,-0.6015625,-1.036585331,-0.121951222,0.243902445,-0.061035156,-0.025878906,1.011230469,-1.951219559,0.670731723,-0.670731723,-0.073730469,-0.004882813,1.03125,0.304878056,1.707317114,-0.731707335,0.651855469,0.0390625,0.749023438,-0.426829278,0.792682946,0.426829278,-0.834960938,0.036132813,0.565917969,-0.975609779,0,0.182926834,0.515625,-0.197753906,0.827148438,-1.280487776,0.182926834,0.609756112,-0.944824219,0.025390625,0.356445313,-0.792682946,0.060975611,0.426829278,0
1400,0.479003906,0.203125,0.854980469,-2.317073107,1.707317114,-0.48780489,-0.112304688,-0.177734375,-0.989257813,-0.365853667,0.121951222,0.060975611,-0.018066406,-0.273925781,0.979980469,-0.609756112,0.121951222,-0.182926834,-0.134765625,0.792480469,-0.599609375,-0.182926834,0.243902445,0.853658557,-0.063476563,-0.020019531,1.020996094,-1.402438998,0,-0.609756112,-0.08203125,-0.004394531,1.010253906,-0.182926834,-0.792682946,-0.365853667,0.650878906,0.036621094,0.74609375,-0.426829278,0.609756112,0.548780501,-0.83203125,0.035644531,0.565429688,-0.914634168,0,0.304878056,0.512207031,-0.192382813,0.831542969,-1.036585331,-0.182926834,0.548780501,-0.943359375,0.026855469,0.357421875,-1.097561002,0.182926834,0.243902445,0
1450,0.479980469,0.190917969,0.860351563,-3.353658438,1.341463447,-1.402438998,-0.109863281,-0.176269531,-0.987792969,-0.548780501,-0.060975611,0.182926834,-0.017578125,-0.272460938,0.981933594,-1.158536553,0.060975611,-0.243902445,-0.132324219,0.793457031,-0.603515625,-0.609756112,0.121951222,0.670731723,-0.064941406,-0.006347656,1.021972656,0.365853667,-0.792682946,-0.731707335,-0.079101563,-0.002441406,1.01953125,-0.365853667,-0.853658557,-0.609756112,0.647949219,0.035644531,0.748046875,-0.365853667,0.731707335,0.609756112,-0.83203125,0.037109375,0.563476563,-1.158536553,0.182926834,0.243902445,0.514648438,-0.192871094,0.831542969,-1.158536553,0,0.670731723,-0.946289063,0.025878906,0.356933594,-0.853658557,0.182926834,0.121951222,0
1500,0.480957031,0.179199219,0.861816406,-2.743902445,1.524390221,-1.036585331,-0.110351563,-0.175292969,-0.986816406,-0.914634168,0,0.060975611,-0.016601563,-0.265136719,0.9765625,-1.585365891,-0.304878056,-0.243902445,-0.13671875,0.7890625,-0.600097656,-1.036585331,-0.060975611,0.609756112,-0.061035156,-0.017089844,1.0078125,-0.548780501,-0.304878056,-0.670731723,-0.083496094,0.001953125,1.0234375,-0.182926834,-0.48780489,-0.365853667,0.648925781,0.037109375,0.752441406,-0.304878056,0.670731723,0.365853667,-0.83203125,0.037109375,0.562988281,-0.914634168,0,0.243902445,0.51171875,-0.196289063,0.83203125,-1.402438998,0.060975611,0.365853667,-0.941894531,0.023925781,0.354492188,-0.731707335,0.182926834,0.060975611,0
1550,0.48046875,0.17578125,0.860351563,-1.707317114,0.670731723,-1.036585331,-0.110351563,-0.177734375,-0.987792969,-0.670731723,0.243902445,0.060975611,-0.020507813,-0.271972656,0.979492188,0.365853667,0,-0.121951222,-0.133789063,0.793457031,-0.601074219,-0.853658557,0.060975611,0.48780489,-0.062011719,-0.0078125,1.008300781,-1.036585331,0.121951222,-0.609756112,-0.08203125,0.004394531,1.015625,-0.548780501,-1.463414669,-0.426829278,0.649414063,0.040039063,0.749511719,-0.365853667,0.609756112,0.548780501,-0.833984375,0.038085938,0.565917969,-1.036585331,0,0.243902445,0.514160156,-0.198242188,0.829101563,-1.219512224,0,0.48780489,-0.9453125,0.024414063,0.356445313,-0.853658557,0.243902445,0.182926834,0
1600,0.482421875,0.176757813,0.864257813,-0.365853667,1.036585331,-1.280487776,-0.110839844,-0.176757813,-0.986328125,-1.768292665,-0.182926834,0.182926834,-0.017089844,-0.2734375,0.980957031,-1.158536553,-0.304878056,-0.243902445,-0.133789063,0.790039063,-0.598632813,-1.097561002,0.060975611,0.48780489,-0.056152344,-0.017089844,1.009765625,-0.914634168,0.365853667,-0.548780501,-0.08203125,-0.005371094,1.020019531,-0.060975611,-1.585365891,-0.304878056,0.649414063,0.037109375,0.749023438,-0.365853667,0.548780501,0.48780489,-0.833496094,0.038574219,0.564941406,-1.219512224,0.060975611,0.182926834,0.513671875,-0.193847656,0.833007813,-1.158536553,0.060975611,0.609756112,-0.944824219,0.025390625,0.357910156,-0.792682946,0.304878056,0.243902445,0
1650,0.482421875,0.189453125,0.859863281,0.48780489,1.280487776,0.304878056,-0.113769531,-0.177246094,-0.987304688,-1.280487776,-0.243902445,0.365853667,-0.016601563,-0.26953125,0.980957031,-1.280487776,0.365853667,-0.304878056,-0.137695313,0.79296875,-0.600097656,-1.280487776,0.060975611,0.48780489,-0.057128906,-0.0078125,1.008300781,-0.426829278,0.975609779,-0.731707335,-0.073242188,0.000976563,1.025390625,-0.426829278,1.036585331,-0.731707335,0.649902344,0.034179688,0.749511719,-0.48780489,0.670731723,0.365853667,-0.833984375,0.0390625,0.565429688,-1.036585331,0.121951222,0.365853667,0.512207031,-0.191894531,0.829589844,-1.158536553,0.060975611,0.670731723,-0.942382813,0.025390625,0.354003906,-0.975609779,0.365853667,0.121951222,0
