ms,Aax,Aay,Aaz,Agx,Agy,Agz,Bax,Bay,Baz,Bgx,Bgy,Bgz,Cax,Cay,Caz,Cgx,Cgy,Cgz,Dax,Day,Daz,Dgx,Dgy,Dgz,Eax,Eay,Eaz,Egx,Egy,Egz,Fax,Fay,Faz,Fgx,Fgy,Fgz,Gax,Gay,Gaz,Ggx,Ggy,Ggz,Hax,Hay,Haz,Hgx,Hgy,Hgz,Iax,Iay,Iaz,Igx,Igy,Igz,Jax,Jay,Jaz,Jgx,Jgy,Jgz,target
500,-0.274414063,0.015136719,0.961914063,-0.243902445,-1.280487776,-1.585365891,-0.096679688,-0.58984375,-0.808105469,0.48780489,0,0.060975611,-0.115722656,0.122070313,1.006835938,-1.524390221,0.304878056,0.121951222,-0.133789063,0.819335938,-0.565917969,0.975609779,0.121951222,0.548780501,-0.056640625,0.247070313,0.976074219,-0.365853667,0.914634168,-0.48780489,0.080078125,-0.037597656,1.016601563,1.890243888,0,0.304878056,0.594726563,0.0546875,0.793457031,-0.548780501,0.548780501,0.670731723,-0.925292969,-0.04296875,0.392089844,-1.036585331,0.426829278,0.182926834,0.489746094,-0.026367188,0.868164063,-1.097561002,-0.060975611,0.609756112,-0.979003906,0.005859375,0.254394531,-0.48780489,0.609756112,-0.304878056,0
550,-0.315917969,0.009765625,0.964355469,0.609756112,-0.48780489,-1.402438998,-0.09765625,-0.588867188,-0.803222656,-0.670731723,-0.060975611,0,-0.111328125,0.119140625,1.006835938,-0.182926834,0.182926834,-0.48780489,-0.134765625,0.821289063,-0.565917969,-1.036585331,-1.341463447,-1.158536553,-0.06640625,0.245605469,0.98828125,-1.219512224,0.426829278,-0.548780501,0.063476563,-0.025390625,1.01953125,1.524390221,-2.560975552,-0.914634168,0.59375,0.056152344,0.793945313,-0.365853667,0.548780501,0.548780501,-0.928222656,-0.041992188,0.390625,-1.158536553,0.060975611,0.304878056,0.491210938,-0.028320313,0.869628906,-1.219512224,0.060975611,0.48780489,-0.975097656,0.002441406,0.251953125,-0.731707335,0.365853667,-0.304878056,0
600,-0.289550781,0.030761719,0.961425781,0.426829278,1.280487776,1.707317114,-0.098144531,-0.591796875,-0.805175781,-1.524390221,-0.060975611,0.304878056,-0.111816406,0.126464844,1.004882813,-2.195122004,0.48780489,-0.48780489,-0.137695313,0.813476563,-0.560058594,-1.402438998,0.731707335,1.402438998,-0.052246094,0.245605469,0.978515625,-0.853658557,0.426829278,-0.975609779,0.085449219,-0.030273438,1.01953125,0.609756112,-0.731707335,-0.060975611,0.593261719,0.060546875,0.793457031,-0.243902445,0.670731723,0.48780489,-0.92578125,-0.042480469,0.393066406,-0.975609779,-0.060975611,0.243902445,0.483398438,-0.028808594,0.870117188,-0.792682946,-0.060975611,0.48780489,-0.9765625,0.001464844,0.252929688,-0.670731723,0.121951222,-0.121951222,0
650,-0.335449219,0.019042969,0.95703125,1.158536553,2.743902445,-0.304878056,-0.096191406,-0.590820313,-0.806640625,-1.768292665,0.426829278,-0.182926834,-0.111328125,0.108398438,1.009277344,-0.914634168,-0.365853667,-0.243902445,-0.133789063,0.821777344,-0.565917969,-1.829268336,0.121951222,0.975609779,-0.055664063,0.241699219,0.981445313,-1.707317114,0.548780501,-0.853658557,0.078125,-0.017089844,0.997070313,-0.426829278,-1.585365891,-0.304878056,0.595703125,0.056640625,0.791503906,-0.609756112,0.670731723,0.426829278,-0.927734375,-0.040039063,0.394042969,-0.731707335,-0.182926834,0.426829278,0.490722656,-0.025390625,0.870605469,-0.975609779,0.304878056,0.121951222,-0.978515625,-0.000488281,0.252441406,-0.670731723,0.060975611,0.304878056,0
700,-0.298828125,0.009277344,0.962890625,3.536585331,3.475609779,-0.670731723,-0.098144531,-0.588867188,-0.807128906,-0.670731723,0.060975611,-0.060975611,-0.110839844,0.125976563,1.00390625,0.243902445,0.304878056,-0.304878056,-0.134277344,0.819824219,-0.564453125,-2.073170662,-0.365853667,0.670731723,-0.057128906,0.233886719,0.983398438,-1.280487776,0.365853667,-0.548780501,0.072753906,-0.028320313,1.037109375,-0.365853667,0.243902445,-1.158536553,0.592285156,0.056152344,0.794433594,-0.243902445,0.914634168,0.182926834,-0.928222656,-0.040527344,0.391601563,-0.792682946,-0.243902445,0.304878056,0.497558594,-0.023925781,0.868164063,-0.731707335,0.304878056,0.243902445,-0.978027344,0.003417969,0.25390625,-0.365853667,-0.243902445,0.426829278,0
750,-0.315917969,0.012207031,0.967285156,1.402438998,-0.853658557,-1.097561002,-0.097167969,-0.588378906,-0.806152344,-1.341463447,0.182926834,-0.243902445,-0.111328125,0.126953125,1.007324219,-1.463414669,0.060975611,-0.121951222,-0.134277344,0.8203125,-0.565917969,-1.036585331,-0.121951222,0.853658557,-0.055664063,0.244628906,0.981445313,-0.060975611,0.365853667,-0.609756112,0.084472656,-0.026855469,1.016113281,0.121951222,-1.280487776,-0.975609779,0.595703125,0.062011719,0.793457031,-0.304878056,0.914634168,0.365853667,-0.926757813,-0.046386719,0.395996094,-1.097561002,0.121951222,0.548780501,0.497070313,-0.024902344,0.868164063,-0.792682946,-0.060975611,0.304878056,-0.977050781,0.005371094,0.253417969,-1.402438998,-0.060975611,0.304878056,0
800,-0.303222656,0.027832031,0.969238281,0.731707335,-0.914634168,-1.829268336,-0.096679688,-0.589355469,-0.810546875,-0.304878056,-0.060975611,0.182926834,-0.110839844,0.120605469,1.008789063,-1.768292665,0.243902445,-0.304878056,-0.133789063,0.821777344,-0.565917969,-0.548780501,-0.426829278,0.426829278,-0.067871094,0.245605469,0.987304688,-0.853658557,0.182926834,-0.548780501,0.087402344,-0.032714844,1.027832031,-0.182926834,0.914634168,-0.792682946,0.594726563,0.059570313,0.791503906,-0.121951222,0.609756112,0.548780501,-0.923828125,-0.041015625,0.391113281,-0.48780489,0.426829278,0.48780489,0.492675781,-0.020507813,0.866210938,-0.914634168,-0.121951222,0.182926834,-0.975097656,0.005371094,0.255371094,-0.121951222,0.243902445,0.365853667,0
850,-0.269042969,0.022949219,0.955566406,-1.341463447,0.853658557,-0.365853667,-0.096679688,-0.586914063,-0.806640625,0.304878056,0.121951222,0,-0.122070313,0.109863281,1.005371094,-0.853658557,-0.060975611,0.060975611,-0.135742188,0.815917969,-0.562011719,0.48780489,0.609756112,1.036585331,-0.053222656,0.2421875,0.978515625,-0.670731723,0.426829278,-0.304878056,0.082519531,-0.03125,1.01953125,0.060975611,1.402438998,0.304878056,0.596679688,0.065917969,0.792480469,-0.243902445,0.548780501,0.060975611,-0.925292969,-0.044433594,0.392089844,-1.829268336,0.182926834,0.365853667,0.495605469,-0.021484375,0.868164063,-1.097561002,-0.182926834,0.426829278,-0.9765625,0.007324219,0.255859375,-0.853658557,0.243902445,0.304878056,0
900,-0.331542969,0.008300781,0.958496094,-2.317073107,0.304878056,-1.219512224,-0.096191406,-0.587890625,-0.806152344,-1.036585331,0.121951222,-0.060975611,-0.120605469,0.125,1.004882813,0.670731723,0.182926834,-0.060975611,-0.133789063,0.819335938,-0.56640625,-0.426829278,-0.243902445,0.121951222,-0.060058594,0.24609375,0.987304688,-0.609756112,0.365853667,-0.670731723,0.070800781,-0.032714844,1.022460938,-0.548780501,-0.609756112,-0.48780489,0.592285156,0.060546875,0.794433594,-0.609756112,0.609756112,0.48780489,-0.925292969,-0.0390625,0.392089844,-0.975609779,0.060975611,0.182926834,0.488769531,-0.025390625,0.870117188,-0.853658557,0,0.426829278,-0.977050781,0.006835938,0.250976563,-0.792682946,0.426829278,0,0
950,-0.295898438,0.026855469,0.969726563,-1.646341443,-0.853658557,-0.182926834,-0.096191406,-0.588378906,-0.805664063,-1.890243888,0.365853667,-0.121951222,-0.112304688,0.114746094,1.007324219,-0.792682946,-0.304878056,-0.182926834,-0.135742188,0.818359375,-0.563964844,-0.914634168,0.365853667,0.914634168,-0.052734375,0.234375,0.982910156,-1.219512224,0.365853667,-0.48780489,0.06640625,-0.02734375,1.027832031,0,-0.792682946,-0.548780501,0.596679688,0.064453125,0.793945313,-0.304878056,0.792682946,0.670731723,-0.924804688,-0.041503906,0.392089844,-1.158536553,-0.121951222,0,0.4921875,-0.024414063,0.868164063,-1.158536553,0.182926834,0.426829278,-0.975097656,0.000976563,0.253417969,-0.304878056,0.121951222,0,0
1000,-0.322265625,-0.00390625,0.952148438,2.195122004,-1.829268336,-2.195122004,-0.097167969,-0.586425781,-0.808105469,-1.341463447,0.182926834,-0.182926834,-0.111816406,0.123535156,1.005859375,-0.182926834,-0.060975611,-0.48780489,-0.134765625,0.817382813,-0.562988281,-0.365853667,-0.243902445,0.48780489,-0.057128906,0.249511719,0.976074219,-0.182926834,0.182926834,-0.914634168,0.081542969,-0.025878906,1.0078125,-0.182926834,-0.182926834,0.060975611,0.594726563,0.062988281,0.793457031,-0.914634168,0.731707335,0.548780501,-0.928710938,-0.04296875,0.39453125,-1.219512224,0.060975611,-0.121951222,0.491699219,-0.022949219,0.868652344,-0.792682946,0.182926834,0.365853667,-0.976074219,0.007324219,0.255859375,-0.609756112,0.121951222,0.060975611,0
1050,-0.288085938,0.022460938,0.957519531,2.134146452,2.743902445,-0.792682946,-0.096191406,-0.588378906,-0.810058594,-1.097561002,0.121951222,0,-0.110351563,0.117675781,1.006835938,-0.914634168,0.121951222,-0.243902445,-0.134277344,0.819335938,-0.564941406,-1.097561002,0.243902445,0.914634168,-0.061035156,0.237304688,0.988769531,-2.621951103,0.182926834,-0.670731723,0.083496094,-0.022949219,1.014648438,-0.731707335,-2.01219511,-1.158536553,0.596679688,0.059570313,0.792480469,-0.548780501,0.548780501,0.670731723,-0.929199219,-0.043945313,0.393554688,-1.097561002,0.060975611,-0.243902445,0.4921875,-0.022460938,0.869140625,-1.036585331,0,0.243902445,-0.977539063,0.004882813,0.252929688,-1.036585331,0.304878056,0.182926834,0
1100,-0.323730469,0.025878906,0.958496094,-1.463414669,-3.963414669,-0.121951222,-0.098632813,-0.586914063,-0.80859375,-1.402438998,0.304878056,-0.060975611,-0.118652344,0.122558594,1.004882813,-0.243902445,-0.121951222,-0.060975611,-0.132324219,0.821289063,-0.563964844,-0.548780501,0.365853667,0.853658557,-0.057128906,0.237792969,0.979003906,-0.48780489,0.426829278,-0.792682946,0.082519531,-0.030273438,1.024414063,-1.097561002,1.951219559,-0.426829278,0.59375,0.056640625,0.792480469,-0.609756112,0.609756112,0.853658557,-0.925292969,-0.0390625,0.391113281,-1.341463447,-0.182926834,0.060975611,0.489257813,-0.021972656,0.868652344,-1.158536553,0.121951222,0.609756112,-0.975585938,0.006347656,0.254394531,-0.426829278,0.121951222,0.243902445,0
1150,-0.280761719,0.030273438,0.970214844,-1.341463447,0.609756112,-1.097561002,-0.095703125,-0.586914063,-0.809082031,-0.792682946,0.365853667,-0.365853667,-0.115234375,0.114257813,1.006835938,0.548780501,0.304878056,0.182926834,-0.134277344,0.817382813,-0.563964844,-0.853658557,-0.48780489,0.365853667,-0.064453125,0.244628906,0.982421875,-1.097561002,0.060975611,-0.365853667,0.063964844,-0.033691406,1.033203125,-1.097561002,0.365853667,-0.182926834,0.593261719,0.059082031,0.791503906,-0.731707335,0.731707335,0.853658557,-0.92578125,-0.04296875,0.392578125,-0.853658557,-0.243902445,-0.182926834,0.490234375,-0.02734375,0.867675781,-1.158536553,0.060975611,0.426829278,-0.977050781,0.004882813,0.25390625,-0.853658557,0.060975611,-0.060975611,0
1200,-0.299804688,0.015625,0.971679688,-1.341463447,-1.097561002,-0.975609779,-0.095703125,-0.588378906,-0.809082031,-1.768292665,0.182926834,0,-0.105957031,0.128417969,1.001953125,0.670731723,-0.304878056,-0.426829278,-0.134765625,0.818359375,-0.564941406,0.243902445,0.609756112,1.158536553,-0.059082031,0.241699219,0.985351563,-0.48780489,0.670731723,-0.731707335,0.073730469,-0.029785156,1.008300781,-0.182926834,-1.402438998,-0.853658557,0.598144531,0.060546875,0.79296875,-0.670731723,0.853658557,0.731707335,-0.92578125,-0.044433594,0.394042969,-1.951219559,-0.426829278,-0.304878056,0.491210938,-0.028808594,0.868652344,-0.853658557,0.060975611,0.365853667,-0.975585938,0.004882813,0.254882813,-0.548780501,0.121951222,0.243902445,0
1250,-0.289550781,0.020996094,0.9609375,1.646341443,0.304878056,-1.402438998,-0.096191406,-0.586914063,-0.810058594,-0.48780489,-0.060975611,0.121951222,-0.109863281,0.124511719,1.009765625,-3.109755993,0.121951222,-0.121951222,-0.13671875,0.816894531,-0.562988281,-1.585365891,-0.365853667,-0.060975611,-0.057617188,0.249023438,0.974609375,-1.768292665,0.48780489,-0.48780489,0.079101563,-0.024414063,1.033691406,-1.036585331,-0.853658557,-0.48780489,0.591796875,0.0625,0.795410156,-1.097561002,0.548780501,1.219512224,-0.924804688,-0.043457031,0.391601563,-0.914634168,-0.121951222,-0.609756112,0.494628906,-0.024414063,0.868164063,-0.853658557,0.243902445,0.121951222,-0.9765625,0,0.254394531,-0.48780489,0,0.426829278,0
1300,-0.334472656,0.020507813,0.943359375,0.670731723,-5.548780441,-2.317073107,-0.096679688,-0.5859375,-0.809082031,0.182926834,-0.121951222,0.121951222,-0.116210938,0.113769531,1.009765625,-0.121951222,-0.182926834,-0.060975611,-0.131835938,0.820800781,-0.567382813,0.304878056,0.548780501,1.097561002,-0.061035156,0.234863281,0.990234375,-2.073170662,0.548780501,-0.731707335,0.080566406,-0.032226563,1.011230469,-1.158536553,1.768292665,-0.182926834,0.59765625,0.061523438,0.791992188,-0.731707335,0.670731723,1.280487776,-0.926757813,-0.040527344,0.393066406,-1.768292665,-0.304878056,-0.975609779,0.492675781,-0.024902344,0.870605469,-0.792682946,0,0.121951222,-0.974121094,0.005859375,0.25390625,-0.731707335,0.182926834,0.548780501,0
1350,-0.292480469,0.021972656,0.943847656,-1.341463447,-5.609755993,-2.01219511,-0.095214844,-0.584960938,-0.806152344,-1.829268336,0.426829278,-0.304878056,-0.116699219,0.125488281,1.004394531,1.646341443,-0.48780489,-0.243902445,-0.135742188,0.816894531,-0.570800781,0.670731723,1.097561002,1.463414669,-0.062988281,0.246582031,0.98046875,-2.195122004,0.48780489,-0.853658557,0.069824219,-0.031738281,1.027832031,-0.853658557,-0.121951222,-0.426829278,0.594238281,0.065429688,0.791015625,-0.975609779,0.609756112,1.707317114,-0.925292969,-0.04296875,0.391601563,-2.378048897,-0.243902445,-1.829268336,0.487792969,-0.030761719,0.867675781,-0.182926834,-0.426829278,0.182926834,-0.976074219,0.003417969,0.25390625,-0.731707335,0.060975611,0.731707335,0
1400,-0.300292969,0.009277344,0.959960938,0.670731723,-12.43902397,-2.804877996,-0.095703125,-0.587890625,-0.809570313,-2.317073107,0.426829278,-0.121951222,-0.11328125,0.122558594,1.000976563,-0.853658557,0,-0.060975611,-0.131347656,0.815429688,-0.56640625,-0.609756112,0.792682946,1.585365891,-0.060058594,0.248046875,0.981933594,-2.378048897,0.182926834,-0.975609779,0.081542969,-0.031738281,1.020996094,-1.158536553,0.609756112,-0.853658557,0.592773438,0.080078125,0.794433594,-1.402438998,0.182926834,2.560975552,-0.926269531,-0.045410156,0.390625,-3.231707335,-0.975609779,-2.926829338,0.494628906,-0.036621094,0.868164063,0.121951222,-0.182926834,-0.792682946,-0.974609375,0.002441406,0.252929688,-0.48780489,0.121951222,1.158536553,0
1450,-0.254882813,0.017089844,0.968261719,-0.365853667,-7.256097794,-1.463414669,-0.097167969,-0.581542969,-0.809570313,-2.378048897,0.548780501,-0.182926834,-0.111328125,0.11328125,1.011230469,1.097561002,-0.060975611,-0.060975611,-0.132324219,0.817871094,-0.567871094,-0.548780501,1.524390221,2.195122004,-0.060058594,0.229980469,0.983398438,-2.195122004,0.243902445,-0.853658557,0.053710938,-0.029785156,1.012695313,-0.670731723,1.585365891,-0.304878056,0.590332031,0.08203125,0.792480469,-2.621951103,0.182926834,3.963414669,-0.929199219,-0.041015625,0.391601563,-4.207316875,-1.951219559,-5.060975552,0.48828125,-0.041015625,0.870117188,1.280487776,-0.365853667,-1.890243888,-0.978027344,0.003417969,0.252929688,0.426829278,0.182926834,2.256097555,0
1500,-0.256835938,0.015136719,0.971679688,-0.670731723,-8.475609779,-0.853658557,-0.095703125,-0.583984375,-0.810546875,-2.317073107,0.731707335,-0.182926834,-0.115234375,0.124511719,1.00390625,1.585365891,-0.182926834,0,-0.12890625,0.8203125,-0.570800781,0.243902445,1.646341443,2.256097555,-0.0546875,0.232910156,0.985351563,-1.585365891,0.182926834,-0.914634168,0.077148438,-0.031738281,1.025878906,1.402438998,0.365853667,-0.853658557,0.595214844,0.083496094,0.794921875,-4.146341324,-0.243902445,5.609755993,-0.922363281,-0.052734375,0.395996094,-5.792683125,-2.865853548,-7.256097794,0.496582031,-0.04296875,0.867675781,2.195122004,-0.182926834,-3.170731783,-0.979980469,0.001464844,0.255371094,0.426829278,-0.121951222,3.658536673,0
1550,-0.258300781,0.025390625,0.940917969,-0.060975611,-6.768292904,-2.439024448,-0.094238281,-0.580566406,-0.812011719,-1.280487776,0.731707335,-0.48780489,-0.112792969,0.128417969,1.008300781,1.768292665,-0.060975611,0.243902445,-0.12890625,0.816894531,-0.565917969,-0.121951222,0.792682946,1.036585331,-0.045898438,0.239746094,0.98828125,-2.439024448,-0.426829278,0.426829278,0.056640625,-0.034667969,1.033203125,-1.219512224,1.219512224,-0.792682946,0.581542969,0.061523438,0.795898438,-6.585365772,-0.304878056,7.682926655,-0.920410156,-0.064941406,0.399902344,-2.01219511,-3.109755993,-7.743902206,0.488769531,0.004394531,0.866210938,4.085365772,0.121951222,-3.719512224,-0.975585938,0.001464844,0.256347656,2.134146452,-0.060975611,5.182926655,0
1600,-0.391113281,0.043457031,0.811523438,3.353658438,-8.353658676,-4.634146214,-0.092773438,-0.583984375,-0.812011719,1.158536553,0,0,-0.09765625,0.135742188,1.001464844,1.219512224,-0.426829278,0.121951222,-0.128417969,0.819824219,-0.573730469,2.134146452,1.646341443,0.792682946,-0.071777344,0.242675781,0.987304688,-2.134146452,-1.036585331,-0.670731723,0.084472656,-0.034667969,1.009765625,0.060975611,-0.060975611,-0.121951222,0.609863281,0.022460938,0.7890625,-6.524390221,-0.426829278,6.219511986,-0.916015625,-0.088867188,0.40234375,-3.048780441,-1.951219559,-6.402439117,0.502929688,0.028808594,0.86328125,2.743902445,-0.609756112,-1.890243888,-0.978515625,0.041015625,0.254394531,-0.914634168,0.243902445,4.939024448,0
1650,-0.380371094,0.005371094,0.805175781,-3.170731783,-32.68292618,-5.426829338,-0.094238281,-0.584472656,-0.80859375,0.670731723,0.365853667,-0.48780489,-0.125,0.124023438,1.00390625,1.463414669,-0.853658557,0.060975611,-0.126953125,0.807617188,-0.565917969,4.207316875,4.695121765,4.390244007,-0.059570313,0.236816406,0.970703125,-5.121951103,0.975609779,-1.341463447,0.086425781,-0.038085938,1.031738281,-2.01219511,2.256097555,1.829268336,0.607421875,-0.000976563,0.787109375,-5.365853786,-1.097561002,5.426829338,-0.915039063,-0.104003906,0.404785156,-2.317073107,-0.548780501,-4.024390221,0.505859375,0.046386719,0.862792969,0.48780489,-0.975609779,-0.48780489,-0.975097656,0.031738281,0.255859375,-0.426829278,1.280487776,2.743902445,0
