ms,Aax,Aay,Aaz,Agx,Agy,Agz,Bax,Bay,Baz,Bgx,Bgy,Bgz,Cax,Cay,Caz,Cgx,Cgy,Cgz,Dax,Day,Daz,Dgx,Dgy,Dgz,Eax,Eay,Eaz,Egx,Egy,Egz,Fax,Fay,Faz,Fgx,Fgy,Fgz,Gax,Gay,Gaz,Ggx,Ggy,Ggz,Hax,Hay,Haz,Hgx,Hgy,Hgz,Iax,Iay,Iaz,Igx,Igy,Igz,Jax,Jay,Jaz,Jgx,Jgy,Jgz,target
500,-0.959960938,-0.072753906,0.307617188,69.20731354,-1.951219559,-2.256097555,-0.660644531,-0.66796875,-0.247070313,-13.41463375,-68.4146347,11.34146309,0.319824219,-0.732910156,0.334472656,74.0853653,-76.4024353,69.93902588,-0.860839844,0.458496094,-0.012207031,8.902439117,7.195121765,-1.646341443,-0.602050781,0.723632813,0.3984375,-14.63414669,-8.170731544,-1.707317114,-1.006835938,-0.018066406,-0.124023438,0.548780501,-1.585365891,-1.768292665,-0.323242188,-0.178222656,0.9296875,-0.548780501,1.219512224,0.853658557,-0.990234375,-0.189941406,0.010742188,0.182926834,2.134146452,0.731707335,-0.510253906,-0.057617188,0.865234375,-1.707317114,0.975609779,0.48780489,-0.984863281,0.041992188,-0.176757813,-1.951219559,1.219512224,-0.365853667,0
550,-0.931152344,-0.018554688,0.325195313,54.69512177,-3.048780441,4.390244007,-0.760742188,-0.655761719,-0.258300781,-17.37804794,-104.2073135,19.26829338,0.313964844,-0.661132813,0.245605469,115.4878082,-110.9146347,111.7682953,-0.874023438,0.447265625,-0.0234375,18.29268265,0.365853667,-4.329268456,-0.590332031,0.668945313,0.375976563,-10.24390221,-17.5,-4.634146214,-0.989257813,-0.01953125,-0.125,3.902439117,-3.109755993,1.097561002,-0.334472656,-0.18359375,0.922851563,0.182926834,1.341463447,0.48780489,-0.98828125,-0.186523438,0.006347656,0.182926834,2.256097555,1.463414669,-0.514648438,-0.041015625,0.8671875,1.402438998,0.548780501,0.426829278,-0.992675781,0.038085938,-0.178710938,1.585365891,0.426829278,1.768292665,0
600,-0.920410156,0.005859375,0.33984375,43.658535,-1.036585331,11.09756088,-0.774902344,-0.651367188,-0.317382813,-27.31707382,-134.7561035,24.26829338,0.361816406,-0.70703125,0.191894531,91.15853882,-131.5243835,148.0487823,-0.897949219,0.471679688,-0.073242188,24.14634132,-8.841463089,-5.060975552,-0.5625,0.677246094,0.366699219,-0.975609779,-21.03658485,-8.10975647,-0.994140625,0.009765625,-0.130859375,6.646341324,-4.268292904,0.731707335,-0.340820313,-0.196289063,0.925292969,0.792682946,1.585365891,-0.304878056,-0.989746094,-0.193359375,0.002929688,1.036585331,1.829268336,2.682926893,-0.519042969,-0.032226563,0.868652344,0.426829278,-0.182926834,-0.731707335,-0.999023438,0.030273438,-0.177734375,0.914634168,0.121951222,2.01219511,0
650,-0.909667969,0.041015625,0.33984375,34.75609589,0.914634168,11.46341419,-0.826660156,-0.585449219,-0.385253906,-33.04878235,-144.6951294,31.40243912,0.3359375,-0.899902344,0.167480469,88.53658295,-148.7195129,172.1951294,-0.895507813,0.501464844,-0.122558594,19.45121956,-12.5,-3.292682886,-0.533203125,0.698242188,0.386230469,10.1219511,-15.85365868,-9.451219559,-0.992675781,0.025878906,-0.126464844,6.341463566,-1.646341443,1.524390221,-0.34765625,-0.201171875,0.920410156,2.01219511,1.890243888,-1.829268336,-0.990722656,-0.186523438,0.000488281,2.804877996,1.158536553,3.719512224,-0.518554688,-0.047363281,0.864746094,0.670731723,-0.975609779,-1.280487776,-0.993652344,0.029785156,-0.183105469,-0.121951222,-0.609756112,2.195122004,0
700,-0.916015625,0.056640625,0.340332031,29.93902397,4.024390221,9.39024353,-0.840820313,-0.515136719,-0.431152344,-51.28048706,-144.0243835,38.29268265,0.354492188,-1.08984375,0.050292969,101.0975647,-154.4512177,178.9024353,-0.88671875,0.51171875,-0.147949219,7.926829338,-10.85365868,0.914634168,-0.524414063,0.780273438,0.403320313,11.95121956,-4.878048897,-7.073170662,-0.993652344,0.029296875,-0.131347656,5.731707096,-1.402438998,1.463414669,-0.349609375,-0.194335938,0.91796875,4.207316875,1.951219559,-3.414634228,-0.990234375,-0.181152344,-0.000976563,3.109755993,0.182926834,4.878048897,-0.528320313,-0.041503906,0.866699219,2.560975552,-1.524390221,-1.341463447,-0.999511719,0.041503906,-0.178222656,1.097561002,-1.707317114,3.597560883,0
750,-0.923828125,0.071777344,0.3359375,25,6.707316875,5.914634228,-0.842773438,-0.514648438,-0.414550781,-72.74390411,-136.0365906,44.93902588,0.325683594,-0.984863281,0.067382813,56.64634323,-152.5609741,170.3048706,-0.876953125,0.490234375,-0.135742188,-4.085365772,-3.963414669,3.597560883,-0.543457031,0.771484375,0.467285156,2.073170662,1.707317114,-3.292682886,-0.996582031,0.022460938,-0.121582031,6.829268456,-1.707317114,0.365853667,-0.34765625,-0.16796875,0.920898438,5.975609779,2.01219511,-4.024390221,-0.990722656,-0.166503906,0.006347656,2.804877996,0,5.060975552,-0.511230469,-0.024414063,0.870117188,2.317073107,-2.256097555,-1.951219559,-1.000976563,0.038085938,-0.178222656,1.829268336,-2.926829338,4.085365772,0
800,-0.939941406,0.076171875,0.318359375,19.93902397,8.475609779,2.317073107,-0.842773438,-0.56640625,-0.400878906,-76.5853653,-114.0243912,48.71951294,0.262207031,-1.214355469,0.134765625,75.30487823,-138.1707306,165,-0.867675781,0.454101563,-0.120117188,-1.890243888,2.804877996,4.024390221,-0.552246094,0.7421875,0.504394531,-2.134146452,-0.365853667,-0.121951222,-1.010742188,0.033691406,-0.113769531,6.158536434,-2.682926893,-0.121951222,-0.341796875,-0.142089844,0.928710938,5.182926655,1.951219559,-3.841463327,-0.987792969,-0.159667969,0.007324219,2.621951103,0.426829278,3.780487776,-0.501953125,-0.015136719,0.87109375,1.402438998,-2.073170662,-2.01219511,-0.997558594,0.046875,-0.171386719,0.853658557,-3.414634228,3.353658438,0
850,-0.9609375,0.059082031,0.311035156,15.97560978,8.048780441,-0.304878056,-0.759765625,-0.627929688,-0.311523438,-81.76829529,-94.26829529,45.48780441,0.324707031,-1.044433594,0.16015625,69.63414764,-105.7926865,147.86586,-0.880371094,0.48046875,-0.104492188,2.865853548,8.231707573,6.036585331,-0.567871094,0.689453125,0.504882813,-9.024390221,-4.695121765,-2.439024448,-0.998046875,0.027832031,-0.111328125,2.98780489,-5.121951103,-1.280487776,-0.348144531,-0.130371094,0.929199219,2.621951103,1.402438998,-2.926829338,-0.994628906,-0.153320313,0.0078125,1.585365891,0.365853667,2.073170662,-0.491210938,-0.006347656,0.87109375,1.341463447,-1.585365891,-2.256097555,-0.986328125,0.056640625,-0.16796875,0.914634168,-2.743902445,3.170731783,0
900,-0.965332031,0.049804688,0.293945313,11.46341419,7.743902206,-1.951219559,-0.760253906,-0.722167969,-0.255371094,-65.73170471,-65.36585236,26.5853653,0.290527344,-1.05859375,0.204101563,13.47560978,-59.63414764,128.0487823,-0.862792969,0.507324219,-0.089355469,11.70731735,8.963414192,11.58536625,-0.654296875,0.689941406,0.523925781,-7.926829338,-13.04878044,-6.951219559,-0.998046875,0.034667969,-0.104003906,-0.121951222,-6.402439117,-0.975609779,-0.352539063,-0.124511719,0.928710938,0.609756112,1.097561002,-1.524390221,-0.994628906,-0.150390625,0.006347656,-0.548780501,0.182926834,-0.060975611,-0.46875,-0.005859375,0.874511719,1.036585331,-0.792682946,-1.402438998,-0.983398438,0.061035156,-0.167480469,0.853658557,-1.585365891,2.621951103,0
950,-0.973632813,0.043457031,0.295410156,5.914634228,5.365853786,-1.036585331,-0.774414063,-0.706054688,-0.211425781,-26.34146309,-37.68292618,18.90243912,0.196777344,-1.074707031,0.224609375,-9.63414669,-21.21951294,100.18293,-0.872558594,0.521972656,-0.086914063,20.42682838,12.31707287,17.56097603,-0.666015625,0.692382813,0.541992188,-19.69512177,-25.73170662,-13.17073154,-1.013671875,0.043945313,-0.106933594,-3.231707335,-5.731707096,-0.914634168,-0.365234375,-0.125488281,0.929199219,-1.646341443,0,1.219512224,-0.999023438,-0.153320313,0.00390625,-3.536585331,-1.097561002,-2.073170662,-0.476074219,0.005371094,0.879882813,0.670731723,-0.304878056,-0.670731723,-0.985839844,0.065917969,-0.1640625,0,0.975609779,1.829268336,0
1000,-0.964355469,0.041503906,0.302246094,1.829268336,3.902439117,1.768292665,-0.801269531,-0.595214844,-0.162597656,3.231707335,-20.60975647,6.646341324,0.063964844,-0.885253906,0.195800781,-130.7926788,2.98780489,45.36585236,-0.852539063,0.464355469,-0.087890625,31.15853691,17.56097603,17.56097603,-0.656738281,0.67578125,0.586914063,-40.9146347,-40.97560883,-22.98780441,-1.001464844,0.029785156,-0.11328125,-8.10975647,-9.817072868,-1.951219559,-0.356933594,-0.124511719,0.924316406,-4.085365772,-0.48780489,3.109755993,-0.994140625,-0.143554688,0.009765625,-4.329268456,-1.463414669,-4.024390221,-0.48046875,0.018066406,0.875976563,-2.134146452,0.48780489,0.670731723,-0.995117188,0.062988281,-0.162109375,-1.280487776,2.865853548,-0.243902445,0
1050,-0.952636719,0.042480469,0.299316406,-0.975609779,3.597560883,3.475609779,-0.850097656,-0.510253906,-0.138671875,17.92682838,-7.439024448,-0.792682946,0.008789063,-1.250488281,-0.018554688,-199.9390259,11.34146309,6.036585331,-0.836914063,0.448730469,-0.086914063,49.63414764,16.95121956,17.62195206,-0.681152344,0.619140625,0.609863281,-73.9024353,-60.48780441,-32.25609589,-0.997070313,-0.009277344,-0.1015625,-11.40243912,-10.60975647,-2.682926893,-0.346191406,-0.130371094,0.935058594,-4.939024448,-1.646341443,5.426829338,-0.988769531,-0.163574219,0.009765625,-7.560975552,-1.951219559,-5.670731544,-0.504394531,0.027832031,0.875,-4.146341324,0.975609779,2.560975552,-0.996582031,0.063476563,-0.168457031,-2.195122004,3.658536673,-2.5,0
1100,-0.937011719,0.033203125,0.306152344,-2.256097555,1.829268336,5.365853786,-0.852050781,-0.430664063,-0.147460938,18.4146347,9.63414669,4.817073345,0.043945313,-1.303222656,-0.157226563,-81.03658295,23.1707325,8.10975647,-0.829589844,0.485351563,-0.136230469,65,12.3780489,15.24390221,-0.594238281,0.58984375,0.514648438,-48.10975647,-75.48780823,-45.67073059,-1.010253906,-0.041015625,-0.104003906,-7.865853786,-13.29268265,-2.621951103,-0.33984375,-0.140136719,0.928222656,-7.073170662,-2.317073107,9.024390221,-0.991210938,-0.155761719,0.0078125,-10.06097603,-1.341463447,-5.48780489,-0.520019531,0.030761719,0.854980469,-7.621951103,1.463414669,2.98780489,-0.989746094,0.0625,-0.177734375,-3.719512224,3.536585331,-5.975609779,0
1150,-0.932128906,0.035644531,0.30859375,-3.719512224,0.731707335,3.048780441,-0.824707031,-0.467285156,-0.111328125,26.70731735,19.02439117,3.475609779,-0.063964844,-1.183105469,-0.063476563,71.4024353,32.13414764,25.36585426,-0.805664063,0.474609375,-0.186035156,66.89024353,6.890244007,9.939023972,-0.569335938,0.5703125,0.569824219,-53.96341324,-82.19512177,-57.80487823,-0.984375,-0.038085938,-0.098144531,-2.743902445,-16.70731735,-4.207316875,-0.317382813,-0.181152344,0.928710938,-6.341463566,-2.317073107,10.91463375,-0.989257813,-0.204101563,0.009277344,-12.43902397,-2.195122004,-3.658536673,-0.518554688,0.006835938,0.860351563,-10.30487823,1.341463447,7.01219511,-0.987304688,0.056152344,-0.180664063,-5.48780489,3.292682886,-8.414633751,0
1200,-0.9453125,0.020019531,0.310546875,-1.646341443,0.609756112,1.768292665,-0.872558594,-0.450683594,-0.079101563,38.90243912,24.02439117,-0.121951222,-0.13671875,-1.056152344,0.004394531,137.2561035,42.62195206,32.01219559,-0.838378906,0.538085938,-0.261230469,57.43902588,7.256097794,7.865853786,-0.481445313,0.54296875,0.548828125,-64.51219177,-75.67073059,-70.24390411,-1.007324219,-0.015136719,-0.05859375,0.609756112,-18.84146309,-1.402438998,-0.368652344,-0.21875,0.915039063,-4.817073345,-1.463414669,9.146341324,-1.00390625,-0.289550781,0.016113281,7.926829338,-2.073170662,-11.64634132,-0.525878906,-0.030273438,0.86328125,-11.82926846,1.158536553,8.475609779,-0.993164063,0.038574219,-0.181152344,-5.853658676,2.317073107,-9.63414669,0
1250,-0.942382813,0.047363281,0.32421875,0,-1.707317114,3.475609779,-0.90234375,-0.473632813,-0.034667969,34.14634323,21.34146309,1.219512224,-0.228027344,-0.968261719,0.185058594,158.9634094,45.36585236,32.62195206,-0.796875,0.602539063,-0.347167969,44.14634323,2.621951103,4.695121765,-0.403808594,0.701171875,0.471679688,-149.146347,-44.81707382,-98.53658295,-1,-0.008300781,-0.025390625,-2.5,-20.42682838,0.792682946,-0.337402344,-0.236328125,0.919921875,-6.158536434,-1.585365891,2.743902445,-1.005371094,-0.16015625,-0.000488281,-12.92682934,-5.243902206,-2.256097555,-0.51171875,-0.086425781,0.862792969,-10,0.060975611,6.524390221,-0.989257813,0.018066406,-0.185546875,-4.817073345,0.914634168,-8.536585808,0
1300,-0.949707031,0.049316406,0.321289063,-2.195122004,1.036585331,3.536585331,-0.8984375,-0.404296875,-0.031738281,33.96341324,16.52439117,2.195122004,-0.306640625,-1.061523438,0.276367188,237.5609741,39.57316971,40.67073059,-0.807128906,0.567871094,-0.344726563,3.475609779,6.402439117,9.329268456,-0.343261719,0.045898438,0.660644531,-129.9390259,-7.378048897,-79.20731354,-1.017089844,-0.014160156,-0.033203125,-3.292682886,-13.84146309,0.914634168,-0.332519531,-0.216308594,0.932128906,0.426829278,-0.548780501,3.414634228,-0.983398438,-0.225585938,0.024414063,-15.18292713,-5.060975552,1.585365891,-0.541992188,-0.091796875,0.885253906,-6.158536434,-1.219512224,4.451219559,-1.018554688,0.005859375,-0.176757813,-5.48780489,-0.548780501,-5.243902206,0
1350,-0.934082031,0.092773438,0.322753906,-4.756097794,0.670731723,8.048780441,-0.938476563,-0.418945313,-0.0078125,29.02439117,11.34146309,1.158536553,-0.295410156,-0.763671875,0.364257813,300.5487671,39.0853653,39.02439117,-0.844726563,0.455566406,-0.289550781,-2.317073107,-8.658536911,10.42682934,-0.464355469,0.09765625,0.700195313,-16.95121956,31.89024353,-45.54878235,-1.02734375,-0.025390625,-0.010253906,2.01219511,-17.01219559,2.01219511,-0.342285156,-0.200195313,0.934570313,4.390244007,-0.792682946,1.951219559,-0.983886719,-0.193359375,0.018066406,-9.695121765,-5.060975552,2.01219511,-0.542480469,-0.103027344,0.906738281,-3.231707335,-5.365853786,2.01219511,-1.064941406,-0.010742188,-0.155273438,-4.451219559,-4.51219511,-2.195122004,0
1400,-0.947753906,0.170410156,0.354980469,-20.12195206,7.195121765,14.45121956,-0.885742188,-0.446289063,-0.032714844,26.15853691,9.756097794,4.634146214,-0.336425781,-0.479492188,0.624511719,295.9146423,32.92683029,38.4146347,-0.858398438,0.440429688,-0.307617188,-5,-10.54878044,3.841463327,-0.456054688,0.217285156,0.678222656,23.29268265,42.31707382,-27.43902397,-0.986328125,-0.010253906,0.012207031,6.158536434,-16.64634132,-0.365853667,-0.346191406,-0.155761719,0.901367188,7.317073345,0.548780501,3.109755993,-0.940917969,-0.382324219,-0.053710938,-25.6707325,-8.963414192,-12.74390221,-0.479492188,-0.115722656,0.84375,1.829268336,-4.634146214,-0.48780489,-0.973632813,-0.0078125,-0.184082031,-5.426829338,-3.719512224,0.121951222,0
1450,-0.9140625,0.159667969,0.310546875,-43.78048706,20.48780441,26.46341515,-0.94140625,-0.467773438,-0.048339844,26.46341515,12.01219559,7.073170662,-0.355957031,-0.166015625,0.747558594,134.0243835,39.51219559,10,-0.840332031,0.379882813,-0.292480469,-8.780488014,-12.6219511,-12.80487823,-0.5859375,0.050292969,0.850097656,88.04878235,52.31707382,-9.146341324,-1.036621094,0.021972656,0.040527344,6.951219559,-18.4146347,-1.219512224,-0.303710938,-0.111328125,0.89453125,-14.75609779,-2.560975552,-2.256097555,-0.916503906,-0.161132813,0.0703125,-90.60975647,-17.5,-17.68292618,-0.48828125,-0.075195313,0.830078125,7.256097794,-2.743902445,-2.256097555,-0.944335938,0.020019531,-0.194335938,-2.865853548,-2.134146452,5.426829338,0
1500,-0.97265625,0.130859375,0.290527344,-55.54878235,28.90243912,33.47560883,-0.915039063,-0.460449219,-0.041503906,29.20731735,5,15.85365868,-0.411132813,-0.273925781,0.876953125,30.42682838,33.71951294,-1.829268336,-0.850097656,0.43359375,-0.314941406,8.292682648,-9.63414669,-24.69512177,-0.790039063,0.8046875,1.155761719,63.47560883,-22.25609779,12.19512177,-1.01953125,0.028808594,0.113769531,6.402439117,-13.84146309,-0.182926834,-0.162109375,-0.285644531,0.829589844,-21.09756088,5.975609779,-4.207316875,-0.844238281,-0.260742188,-0.061523438,-53.29268265,8.902439117,-6.768292904,-0.463867188,-0.044921875,0.85546875,10.30487823,2.256097555,0.365853667,-0.958007813,0.044921875,-0.181152344,-0.853658557,-0.670731723,7.560975552,0
1550,-1.001953125,0.084960938,0.266113281,-54.63414764,26.09756088,36.03658676,-0.913085938,-0.41015625,-0.057617188,26.5853653,10.06097603,18.65853691,-0.440429688,-0.458984375,0.99609375,39.39024353,28.71951294,-0.121951222,-0.861816406,0.458007813,-0.440917969,14.69512177,4.878048897,-24.45121956,-0.454101563,0.242675781,0.892578125,5.48780489,-24.51219559,-3.841463327,-0.990722656,0.024414063,0.073730469,9.573170662,-12.13414669,-1.158536553,-0.232421875,-0.244628906,0.806152344,1.768292665,18.35365868,-5.121951103,-1.020019531,-0.129394531,0.164550781,-2.804877996,6.402439117,0.975609779,-0.472167969,-0.033691406,0.879882813,10.60975647,2.804877996,-3.475609779,-0.981933594,0.043945313,-0.167480469,1.890243888,0.365853667,10.18292713,0
1600,-1.009277344,0.101074219,0.253417969,-42.01219559,19.0853653,36.52439117,-0.8046875,-0.38671875,-0.100097656,7.5,11.82926846,14.69512177,-0.410644531,-0.4609375,1.053710938,-59.32926941,-23.10975647,0.182926834,-0.869628906,0.520507813,-0.350097656,18.1707325,-7.378048897,-12.31707287,-0.580566406,0.321289063,0.873535156,-5,-1.768292665,-9.024390221,-0.981445313,0.020507813,0.081542969,10.42682934,-11.28048801,1.280487776,-0.366699219,-0.302734375,0.974121094,4.390244007,26.03658485,-11.89024353,-1.11328125,-0.303710938,0.076660156,35.24390411,16.03658485,12.31707287,-0.502929688,0.01171875,0.869628906,11.82926846,2.439024448,-6.219511986,-1.000976563,0.049804688,-0.161132813,3.902439117,-0.426829278,11.76829243,0
1650,-0.96484375,0.140136719,0.258300781,-32.74390411,10.30487823,32.86585236,-0.915527344,-0.5390625,-0.087890625,-17.19512177,20.12195206,-2.195122004,-0.29296875,-0.3671875,0.788574219,-30.36585426,-0.121951222,-5.914634228,-0.864746094,0.497558594,-0.328125,-8.231707573,6.158536434,-8.170731544,-0.591308594,0.303710938,0.833007813,-21.89024353,-10.1219511,-2.5,-0.989257813,-0.000976563,0.055664063,10.97560978,-6.951219559,2.560975552,-0.434082031,-0.162109375,1.027832031,12.56097603,20.73170662,-15.54878044,-1.048828125,-0.235351563,-0.020019531,62.19512177,21.52439117,5.121951103,-0.5,0,0.870117188,5.975609779,1.402438998,-7.317073345,-0.991210938,0.062011719,-0.169433594,5.304878235,0.914634168,9.878048897,0
